date,party,value,mean20,mean20_missing
2016-10-27,fi,12,11.87,11.76
2016-10-27,ln,9.7,12.639999999999999,12.61
2016-10-27,ln,12.6,12.673333333333334,12.69
2016-10-27,fdl,4.1,3.8366666666666664,3.86
2016-10-27,fdl,4.2,3.8333333333333335,3.82
2016-10-27,m5s,27.5,27.880000000000003,28.08
2016-10-27,m5s,30.1,27.916666666666668,28.26
2016-10-27,others,3,5.016666666666667,4.875
2016-10-27,others,5.4,5.066666666666666,4.795
2016-10-27,si,3.3,3.7100000000000004,3.675
2016-10-27,si,5.1,3.7533333333333334,3.78
2016-10-27,ap,3,3.066666666666667,3.01
2016-10-27,ap,4.3,3.106666666666667,3.025
2016-11-02,pd,33.4,31.866666666666667,31.945
2016-11-02,fi,9.5,11.813333333333333,11.74
2016-11-02,ln,13.4,12.726666666666667,12.785
2016-11-02,fdl,3.2,3.856666666666667,3.855
2016-11-02,m5s,29.1,28.053333333333335,28.395
2016-11-02,others,5.3,5.090000000000001,4.78
2016-11-02,si,3.7,3.756666666666667,3.77
2016-11-02,ap,2.4,3.103333333333333,3.02
2016-11-03,pd,32.7,31.89,31.919999999999998
2016-11-03,fi,11.6,11.826666666666664,11.695
2016-11-03,ln,12.2,12.723333333333333,12.73
2016-11-03,fdl,3.9,3.8466666666666667,3.905
2016-11-03,m5s,27.2,28.023333333333333,28.3
2016-11-03,others,6,5.08,4.705
2016-11-03,si,3.2,3.7333333333333334,3.725
2016-11-03,ap,3.2,3.106666666666667,3.03
2016-11-04,pd,29.9,31.810000000000002,31.87
2016-11-04,fi,12.5,11.813333333333333,11.745
2016-11-04,ln,12.2,12.713333333333333,12.735
2016-11-04,fdl,5,3.8633333333333337,3.975
2016-11-04,m5s,29.7,28.04666666666667,28.47
2016-11-04,others,1.8,4.8966666666666665,4.58
2016-11-04,si,3.6,3.72,3.73
2016-11-04,ap,2.4,3.0533333333333332,2.9899999999999998
2016-11-06,pd,30.8,31.82,31.82
2016-11-06,fi,11.1,11.719999999999999,11.64
2016-11-06,ln,11.8,12.643333333333334,12.67
2016-11-06,fdl,4,3.8733333333333335,3.96
2016-11-06,m5s,31.6,28.24666666666667,28.6
2016-11-06,others,3.6,4.846666666666667,4.485
2016-11-06,si,3.6,3.7100000000000004,3.715
2016-11-06,ap,3.5,3.0566666666666666,2.965
2016-11-09,pd,33.5,31.89666666666667,31.9
2016-11-09,fi,10.8,11.683333333333334,11.52
2016-11-09,ln,12.9,12.669999999999998,12.7
2016-11-09,fdl,3.2,3.8366666666666664,3.895
2016-11-09,m5s,28.5,28.213333333333335,28.775
2016-11-09,others,4.7,4.876666666666667,4.41
2016-11-09,si,3.6,3.7,3.705
2016-11-09,ap,2.8,3.04,2.95
2016-11-10,pd,32.8,31.903333333333332,32.005
2016-11-10,fi,12.4,11.746666666666666,11.6
2016-11-10,ln,12.6,12.636666666666665,12.69
2016-11-10,fdl,3.6,3.8866666666666663,3.8649999999999998
2016-11-10,m5s,27.3,28.17666666666667,28.63
2016-11-10,others,4.8,4.8133333333333335,4.445
2016-11-10,si,3.2,3.686666666666667,3.675
2016-11-10,ap,3.3,3.066666666666667,2.945
2016-11-12,pd,30.6,31.893333333333334,31.915
2016-11-12,fi,11.4,11.68,11.655
2016-11-12,ln,12,12.566666666666666,12.585
2016-11-12,fdl,4.1,3.9066666666666667,3.95
2016-11-12,m5s,31.2,28.35,28.745
2016-11-12,others,3.7,4.766666666666667,4.345
2016-11-12,si,3.4,3.68,3.65
2016-11-12,ap,3.6,3.0733333333333333,3.01
2016-11-16,pd,30.4,31.84666666666667,31.9
2016-11-16,pd,32,31.880000000000003,31.93
2016-11-16,pd,32.7,31.886666666666667,31.98
2016-11-16,pd,33.8,31.936666666666667,32.095
2016-11-16,fi,11.3,11.606666666666666,11.67
2016-11-16,fi,11.8,11.62,11.71
2016-11-16,fi,12,11.653333333333332,11.66
2016-11-16,fi,13.4,11.77,11.755
2016-11-16,ln,11.1,12.52,12.525
2016-11-16,ln,12.6,12.52,12.535
2016-11-16,ln,12.9,12.583333333333334,12.504999999999999
2016-11-16,ln,13.7,12.656666666666666,12.515
2016-11-16,fdl,2.9,3.85,3.92
2016-11-16,fdl,3.1,3.8133333333333335,3.875
2016-11-16,fdl,3.5,3.7633333333333336,3.835
2016-11-16,fdl,4,3.8133333333333335,3.785
2016-11-16,m5s,27,28.44,28.740000000000002
2016-11-16,m5s,27.8,28.37,28.66
2016-11-16,m5s,28.3,28.430000000000003,28.5
2016-11-16,m5s,29.8,28.543333333333337,28.665
2016-11-16,others,1,4.586666666666667,4.2700000000000005
2016-11-16,others,4.9,4.623333333333334,4.305
2016-11-16,others,5,4.5566666666666675,4.275
2016-11-16,others,5.4,4.55,4.37
2016-11-16,si,3.3,3.6600000000000006,3.655
2016-11-16,si,3.4,3.6533333333333338,3.645
2016-11-16,si,4.2,3.693333333333334,3.655
2016-11-16,si,5.2,3.736666666666667,3.74
2016-11-16,ap,2.8,3.066666666666667,3
2016-11-16,ap,3.1,3.0533333333333332,3
2016-11-16,ap,3.2,3.0266666666666664,2.96
2016-11-16,ap,4.4,3.0900000000000003,3.055
2016-11-17,pd,31.5,31.880000000000003,32.07
2016-11-17,fi,11,11.719999999999999,11.605
2016-11-17,ln,12,12.613333333333333,12.44
2016-11-17,fdl,3.7,3.8400000000000003,3.7199999999999998
2016-11-17,m5s,31.8,28.633333333333333,28.905
2016-11-17,others,2.2,4.373333333333334,4.23
2016-11-17,si,3.5,3.716666666666667,3.74
2016-11-17,ap,3.5,3.106666666666667,3.105
2016-11-19,pd,30.8,31.87666666666667,32.035
2016-11-19,fi,10.5,11.686666666666666,11.565
2016-11-19,ln,13.1,12.646666666666667,12.48
2016-11-19,fdl,4.2,3.86,3.725
2016-11-19,m5s,30.6,28.776666666666667,28.955000000000002
2016-11-19,others,4.3,4.373333333333334,4.255
2016-11-19,si,3.1,3.7033333333333336,3.695
2016-11-19,ap,3.4,3.113333333333333,3.105
2016-11-27,pd,31,31.85,31.94
2016-11-27,fi,10.5,11.596666666666666,11.6
2016-11-27,ln,13.1,12.646666666666667,12.425
2016-11-27,fdl,4.2,3.856666666666667,3.81
2016-11-27,m5s,29.9,28.80666666666667,29
2016-11-27,others,3.8,4.316666666666666,4.175
2016-11-27,si,3.5,3.69,3.6550000000000002
2016-11-27,ap,3.5,3.0966666666666662,3.185
2016-12-03,pd,30.9,31.816666666666666,31.835
2016-12-03,fi,11.4,11.536666666666665,11.540000000000001
2016-12-03,ln,12.9,12.666666666666666,12.47
2016-12-03,fdl,4.4,3.853333333333333,3.835
2016-12-03,m5s,30,28.973333333333336,29.175
2016-12-03,others,3.2,4.216666666666667,4.065
2016-12-03,si,3.5,3.68,3.6550000000000002
2016-12-03,ap,3.7,3.1166666666666667,3.215
2016-12-05,pd,31.4,31.84,31.805
2016-12-05,pd,32.5,31.843333333333337,31.885
2016-12-05,fi,11,11.543333333333333,11.365
2016-12-05,fi,14.6,11.686666666666666,11.51
2016-12-05,ln,10.5,12.59,12.345
2016-12-05,ln,11,12.486666666666666,12.31
2016-12-05,fdl,4.2,3.853333333333333,3.82
2016-12-05,fdl,5,3.94,3.87
2016-12-05,m5s,27,28.866666666666667,29.2
2016-12-05,m5s,29.6,28.89,29.165
2016-12-05,others,4.9,4.243333333333334,4.135
2016-12-05,others,7.5,4.303333333333333,4.295
2016-12-05,si,2.4,3.6333333333333333,3.625
2016-12-05,si,3,3.6033333333333335,3.59
2016-12-05,ap,2.4,3.0833333333333335,3.185
2016-12-05,ap,3,3.106666666666667,3.165
2016-12-06,pd,32.6,31.90666666666667,31.86
2016-12-06,fi,11.6,11.706666666666667,11.61
2016-12-06,ln,12.8,12.503333333333332,12.254999999999999
2016-12-06,fdl,4,3.9566666666666666,3.925
2016-12-06,m5s,28.9,28.95,29.145
2016-12-06,others,3.8,4.346666666666667,4.215
2016-12-06,si,2.9,3.5933333333333337,3.535
2016-12-06,ap,3.4,3.1199999999999997,3.245
2016-12-07,pd,28.5,31.810000000000002,31.695
2016-12-07,fi,11.9,11.736666666666666,11.615
2016-12-07,ln,12.3,12.5,12.385
2016-12-07,fdl,4.2,3.9633333333333334,3.93
2016-12-07,m5s,32.3,29.04666666666667,29.385
2016-12-07,others,3.9,4.336666666666667,4.26
2016-12-07,si,4,3.606666666666667,3.57
2016-12-07,ap,2.9,3.113333333333333,3.24
2016-12-08,pd,29.8,31.74666666666667,31.58
2016-12-08,fi,11.9,11.7,11.61
2016-12-08,ln,11.9,12.446666666666665,12.35
2016-12-08,fdl,4.8,3.98,3.96
2016-12-08,m5s,31.7,29.053333333333335,29.465
2016-12-08,others,3.1,4.253333333333334,4.1450000000000005
2016-12-08,si,3.2,3.58,3.475
2016-12-08,ap,3.8,3.106666666666667,3.215
2016-12-10,pd,30.2,31.703333333333333,31.42
2016-12-10,pd,31.7,31.693333333333335,31.37
2016-12-10,fi,12.7,11.74,11.77
2016-12-10,fi,14.9,11.77,11.935
2016-12-10,ln,11.1,12.366666666666667,12.235
2016-12-10,ln,12.8,12.343333333333334,12.265
2016-12-10,fdl,4.3,3.9566666666666666,4.015
2016-12-10,fdl,4.6,3.9433333333333334,4.05
2016-12-10,m5s,26.5,29.053333333333335,29.335
2016-12-10,m5s,30.1,29.15666666666667,29.48
2016-12-10,others,4.3,4.28,4.095
2016-12-10,others,6.1,4.316666666666666,4.1
2016-12-10,si,2.2,3.536666666666667,3.4
2016-12-10,si,3.3,3.5300000000000002,3.4050000000000002
2016-12-10,ap,2.6,3.11,3.225
2016-12-10,ap,2.6,3.113333333333333,3.195
2016-12-11,pd,31.1,31.680000000000003,31.43
2016-12-11,fi,11.2,11.766666666666667,11.870000000000001
2016-12-11,ln,13.7,12.389999999999999,12.34
2016-12-11,fdl,4.2,3.9466666666666668,4.01
2016-12-11,m5s,29.2,29.143333333333334,29.455
2016-12-11,others,3.4,4.303333333333333,4.18
2016-12-11,si,3.6,3.5166666666666666,3.4050000000000002
2016-12-11,ap,3.6,3.1199999999999997,3.255
2016-12-13,pd,30,31.583333333333332,31.39
2016-12-13,pd,30,31.483333333333334,31.215
2016-12-13,pd,32.7,31.506666666666668,31.21
2016-12-13,fi,12.1,11.843333333333332,11.92
2016-12-13,fi,13,11.856666666666666,12.03
2016-12-13,fi,14.5,11.856666666666666,12.135
2016-12-13,ln,11.5,12.3,12.325
2016-12-13,ln,13,12.333333333333334,12.33
2016-12-13,ln,13.4,12.346666666666666,12.37
2016-12-13,fdl,2.5,3.9466666666666668,3.935
2016-12-13,fdl,4.5,3.966666666666667,4
2016-12-13,fdl,4.5,3.966666666666667,4.045
2016-12-13,m5s,30,29.17666666666667,29.375
2016-12-13,m5s,30,29.293333333333337,29.45
2016-12-13,m5s,30.7,29.433333333333334,29.62
2016-12-13,others,3,4.223333333333334,4.15
2016-12-13,others,3.4,4.156666666666667,4.085
2016-12-13,others,3.5,4.156666666666667,4.02
2016-12-13,si,2.8,3.466666666666667,3.365
2016-12-13,si,3,3.45,3.335
2016-12-13,si,3.5,3.466666666666667,3.35
2016-12-13,ap,2.4,3.1366666666666663,3.2
2016-12-13,ap,3,3.1333333333333333,3.21
2016-12-13,ap,3,3.1333333333333333,3.195
2016-12-14,pd,28.3,31.42,31.095
2016-12-14,pd,31,31.35,31.125
2016-12-14,fi,11.6,11.853333333333332,12.145
2016-12-14,fi,12.6,11.953333333333331,12.21
2016-12-14,ln,12.2,12.363333333333333,12.38
2016-12-14,ln,13,12.333333333333334,12.475
2016-12-14,fdl,4.1,3.9699999999999998,4.045
2016-12-14,fdl,4.3,4.016666666666667,4.115
2016-12-14,m5s,28.5,29.373333333333335,29.485
2016-12-14,m5s,32.6,29.483333333333334,29.765
2016-12-14,others,4.1,4.15,4.04
2016-12-14,others,4.3,4.113333333333333,4.205
2016-12-14,si,2.8,3.436666666666667,3.32
2016-12-14,si,4.1,3.44,3.36
2016-12-14,ap,2.8,3.113333333333333,3.155
2016-12-14,ap,3.7,3.1766666666666667,3.2
2016-12-16,pd,26.9,31.186666666666667,30.87
2016-12-16,fi,13.5,12.009999999999998,12.295
2016-12-16,ln,13.9,12.473333333333333,12.54
2016-12-16,fdl,4.2,4.02,4.17
2016-12-16,m5s,28.1,29.503333333333334,29.78
2016-12-16,others,6.8,4.24,4.3
2016-12-16,si,3.8,3.4566666666666666,3.38
2016-12-16,ap,2.8,3.17,3.185
2016-12-18,pd,30.6,31.136666666666667,30.765
2016-12-18,fi,12.7,12.033333333333333,12.33
2016-12-18,ln,13.8,12.513333333333332,12.585
2016-12-18,fdl,4.5,4.03,4.22
2016-12-18,m5s,27.6,29.42,29.745
2016-12-18,others,4.4,4.206666666666667,4.27
2016-12-18,si,3.2,3.3933333333333335,3.33
2016-12-18,ap,3.2,3.1333333333333333,3.185
2016-12-20,pd,30.2,31.030000000000005,30.585
2016-12-20,pd,31,30.973333333333336,30.56
2016-12-20,pd,32.2,31.05,30.63
2016-12-20,fi,12,12.116666666666667,12.26
2016-12-20,fi,12.4,12.143333333333333,12.33
2016-12-20,fi,12.7,12.15,12.44
2016-12-20,ln,12.6,12.486666666666666,12.53
2016-12-20,ln,13.2,12.52,12.59
2016-12-20,ln,13.5,12.563333333333333,12.61
2016-12-20,fdl,4.4,4.069999999999999,4.24
2016-12-20,fdl,4.5,4.09,4.28
2016-12-20,fdl,4.6,4.076666666666666,4.3
2016-12-20,m5s,26.8,29.343333333333337,29.595
2016-12-20,m5s,28.4,29.383333333333333,29.425
2016-12-20,m5s,28.5,29.343333333333337,29.32
2016-12-20,others,2.7,4.12,4.135
2016-12-20,others,3,4.0200000000000005,4.175
2016-12-20,others,5,4.126666666666667,4.21
2016-12-20,si,2.8,3.3633333333333337,3.21
2016-12-20,si,4.1,3.3933333333333335,3.2399999999999998
2016-12-20,si,5,3.44,3.335
2016-12-20,ap,3.4,3.1666666666666665,3.135
2016-12-20,ap,3.4,3.1733333333333333,3.13
2016-12-20,ap,3.6,3.213333333333333,3.14
2016-12-21,pd,30.3,31.033333333333335,30.595
2016-12-21,fi,12.7,12.203333333333331,12.55
2016-12-21,ln,12,12.569999999999999,12.555
2016-12-21,fdl,4.5,4.093333333333333,4.315
2016-12-21,m5s,30,29.290000000000003,29.325
2016-12-21,others,3.8,4.133333333333334,4.21
2016-12-21,si,2.9,3.4166666666666665,3.3049999999999997
2016-12-21,ap,3.8,3.2233333333333336,3.155
2017-01-09,pd,30.5,30.933333333333334,30.575
2017-01-09,pd,31.4,30.886666666666667,30.575
2017-01-09,i,NA,NA,NaN
2017-01-09,i,NA,NA,NaN
2017-01-09,fi,12.1,12.246666666666666,12.584999999999999
2017-01-09,fi,13.4,12.28,12.705
2017-01-09,ln,12.1,12.543333333333333,12.515
2017-01-09,ln,13.4,12.569999999999999,12.66
2017-01-09,fdl,4,4.12,4.295
2017-01-09,fdl,4,4.133333333333334,4.285
2017-01-09,m5s,27.5,29.256666666666668,29.2
2017-01-09,m5s,28.8,29.30666666666667,29.29
2017-01-09,leu,NA,NA,NaN
2017-01-09,leu,NA,NA,NaN
2017-01-09,others,4,4.11,4.25
2017-01-09,others,4.3,4.093333333333334,4.22
2017-01-09,si,3,3.396666666666667,3.28
2017-01-09,si,3.1,3.3933333333333335,3.315
2017-01-09,ap,3,3.2299999999999995,3.12
2017-01-09,ap,3,3.2199999999999998,3.15
2017-01-09,mdp,4.6,NA,4.6
2017-01-09,mdp,4.8,NA,4.699999999999999
2017-01-09,cp/ap,3.5,NA,3.5
2017-01-09,cp/ap,3.5,NA,3.5
2017-01-09,lcp,NA,NA,NaN
2017-01-09,lcp,NA,NA,NaN
2017-01-11,pd,29.5,30.85,30.425
2017-01-11,pd,30.1,30.84,30.3
2017-01-11,pd,31.6,30.826666666666668,30.455000000000002
2017-01-11,i,NA,NA,NaN
2017-01-11,i,NA,NA,NaN
2017-01-11,i,NA,NA,NaN
2017-01-11,fi,12,12.3,12.575
2017-01-11,fi,12.4,12.336666666666666,12.615
2017-01-11,fi,13,12.376666666666665,12.67
2017-01-11,ln,12.5,12.586666666666666,12.735
2017-01-11,ln,13.2,12.656666666666666,12.755
2017-01-11,ln,13.2,12.676666666666668,12.8
2017-01-11,fdl,4,4.13,4.235
2017-01-11,fdl,4,4.166666666666667,4.235
2017-01-11,fdl,4,4.196666666666667,4.225
2017-01-11,m5s,25.7,29.123333333333335,29.095
2017-01-11,m5s,29.2,29.19666666666667,29.11
2017-01-11,m5s,30.9,29.3,29.04
2017-01-11,leu,NA,NA,NaN
2017-01-11,leu,NA,NA,NaN
2017-01-11,leu,NA,NA,NaN
2017-01-11,others,3.1,4.073333333333333,4
2017-01-11,others,4.5,4.19,4.035
2017-01-11,others,5.3,4.203333333333334,4.1049999999999995
2017-01-11,si,2.6,3.3666666666666667,3.295
2017-01-11,si,3,3.356666666666667,3.3
2017-01-11,si,4,3.376666666666667,3.3
2017-01-11,ap,3,3.2,3.15
2017-01-11,ap,3,3.2066666666666666,3.13
2017-01-11,ap,3,3.203333333333333,3.135
2017-01-11,mdp,4.4,NA,4.6
2017-01-11,mdp,4.6,NA,4.6
2017-01-11,mdp,4.8,NA,4.64
2017-01-11,cp/ap,3,NA,3.3333333333333335
2017-01-11,cp/ap,3.6,NA,3.4
2017-01-11,cp/ap,3.8,NA,3.48
2017-01-11,lcp,NA,NA,NaN
2017-01-11,lcp,NA,NA,NaN
2017-01-11,lcp,NA,NA,NaN
2017-01-15,pd,31.6,30.790000000000003,30.545
2017-01-15,i,NA,NA,NaN
2017-01-15,fi,11.4,12.356666666666666,12.645
2017-01-15,ln,13.1,12.683333333333334,12.86
2017-01-15,fdl,4,4.213333333333334,4.185
2017-01-15,m5s,27.7,29.280000000000005,28.84
2017-01-15,leu,NA,NA,NaN
2017-01-15,others,5.6,4.223333333333334,4.2299999999999995
2017-01-15,si,3,3.336666666666667,3.29
2017-01-15,ap,3,3.1966666666666663,3.095
2017-01-15,mdp,4.9,NA,4.683333333333334
2017-01-15,cp/ap,2.7,NA,3.35
2017-01-15,lcp,NA,NA,NaN
2017-01-16,pd,30.1,30.66666666666667,30.54
2017-01-16,i,NA,NA,NaN
2017-01-16,fi,12.9,12.34,12.655
2017-01-16,ln,12.5,12.643333333333334,12.93
2017-01-16,fdl,4,4.213333333333334,4.17
2017-01-16,m5s,29.8,29.280000000000005,29.005
2017-01-16,leu,NA,NA,NaN
2017-01-16,others,3.9,4.173333333333334,4.21
2017-01-16,si,2.9,3.2600000000000002,3.3249999999999997
2017-01-16,ap,3,3.15,3.115
2017-01-16,mdp,4.7,NA,4.685714285714286
2017-01-16,cp/ap,3.2,NA,3.3285714285714287
2017-01-16,lcp,NA,NA,NaN
2017-01-18,pd,31,30.650000000000002,30.505
2017-01-18,i,NA,NA,NaN
2017-01-18,fi,13.1,12.409999999999998,12.565
2017-01-18,ln,13.2,12.683333333333334,12.95
2017-01-18,fdl,4,4.223333333333334,4.14
2017-01-18,m5s,26.5,29.103333333333335,28.825
2017-01-18,leu,NA,NA,NaN
2017-01-18,others,5.1,4.27,4.16
2017-01-18,si,2.7,3.2333333333333334,3.295
2017-01-18,ap,3,3.1333333333333333,3.135
2017-01-18,mdp,4.6,NA,4.675
2017-01-18,cp/ap,3.8,NA,3.3875
2017-01-18,lcp,NA,NA,NaN
2017-01-20,pd,28.4,30.57,30.37
2017-01-20,i,NA,NA,NaN
2017-01-20,fi,13.4,12.506666666666666,12.675
2017-01-20,ln,13.5,12.696666666666665,12.94
2017-01-20,fdl,4,4.216666666666667,4.13
2017-01-20,m5s,26.8,28.97666666666667,28.705
2017-01-20,leu,NA,NA,NaN
2017-01-20,others,7,4.36,4.34
2017-01-20,si,3.9,3.2600000000000002,3.31
2017-01-20,ap,3,3.1199999999999997,3.105
2017-01-20,mdp,4.2,NA,4.622222222222222
2017-01-20,cp/ap,2.8,NA,3.3222222222222224
2017-01-20,lcp,NA,NA,NaN
2017-01-22,pd,31.7,30.593333333333337,30.455000000000002
2017-01-22,i,NA,NA,NaN
2017-01-22,fi,11.1,12.526666666666666,12.625
2017-01-22,ln,13.6,12.713333333333333,13.045
2017-01-22,fdl,4,4.21,4.205
2017-01-22,m5s,28.3,28.923333333333336,28.62
2017-01-22,leu,NA,NA,NaN
2017-01-22,others,4.6,4.386666666666667,4.42
2017-01-22,si,3.1,3.246666666666667,3.325
2017-01-22,ap,3,3.103333333333333,3.135
2017-01-22,mdp,4.6,NA,4.62
2017-01-22,cp/ap,3,NA,3.29
2017-01-22,lcp,NA,NA,NaN
2017-01-25,pd,29.7,30.553333333333335,30.44
2017-01-25,pd,31.8,30.56666666666667,30.395
2017-01-25,i,NA,NA,NaN
2017-01-25,i,NA,NA,NaN
2017-01-25,fi,12.5,12.563333333333333,12.6
2017-01-25,fi,12.9,12.626666666666665,12.52
2017-01-25,ln,12.4,12.696666666666665,13.015
2017-01-25,ln,12.5,12.763333333333332,12.97
2017-01-25,fdl,4,4.196666666666667,4.18
2017-01-25,fdl,4,4.19,4.155
2017-01-25,m5s,26.7,28.813333333333336,28.455
2017-01-25,m5s,31,28.94666666666667,28.47
2017-01-25,leu,NA,NA,NaN
2017-01-25,leu,NA,NA,NaN
2017-01-25,others,3.4,4.3933333333333335,4.42
2017-01-25,others,5,4.3966666666666665,4.495
2017-01-25,si,3,3.23,3.325
2017-01-25,si,3,3.25,3.3
2017-01-25,ap,3,3.0799999999999996,3.135
2017-01-25,ap,3,3.1,3.135
2017-01-25,mdp,4.3,NA,4.590909090909091
2017-01-25,mdp,4.7,NA,4.6
2017-01-25,cp/ap,3.3,NA,3.290909090909091
2017-01-25,cp/ap,3.8,NA,3.3333333333333335
2017-01-25,lcp,NA,NA,NaN
2017-01-25,lcp,NA,NA,NaN
2017-01-26,pd,28.8,30.443333333333335,30.42
2017-01-26,pd,30,30.35666666666667,30.37
2017-01-26,i,NA,NA,NaN
2017-01-26,i,NA,NA,NaN
2017-01-26,fi,11.8,12.533333333333333,12.53
2017-01-26,fi,13.6,12.6,12.58
2017-01-26,ln,13.2,12.836666666666666,13.02
2017-01-26,ln,13.4,12.856666666666666,13.04
2017-01-26,fdl,4,4.156666666666667,4.15
2017-01-26,fdl,4,4.156666666666667,4.135
2017-01-26,m5s,26.4,28.84,28.365
2017-01-26,m5s,29,28.843333333333337,28.185
2017-01-26,leu,NA,NA,NaN
2017-01-26,leu,NA,NA,NaN
2017-01-26,others,4.1,4.283333333333333,4.495
2017-01-26,others,6.8,4.383333333333334,4.62
2017-01-26,si,3.7,3.2733333333333334,3.3449999999999998
2017-01-26,si,4,3.3100000000000005,3.34
2017-01-26,ap,3,3.1,3.145
2017-01-26,ap,3,3.0866666666666664,3.11
2017-01-26,mdp,3.9,NA,4.546153846153846
2017-01-26,mdp,4.7,NA,4.557142857142857
2017-01-26,cp/ap,3.1,NA,3.315384615384615
2017-01-26,cp/ap,3.5,NA,3.3285714285714287
2017-01-26,lcp,NA,NA,NaN
2017-01-26,lcp,NA,NA,NaN
2017-01-27,pd,28.5,30.35666666666667,30.45
2017-01-27,pd,32.1,30.433333333333337,30.525
2017-01-27,i,NA,NA,NaN
2017-01-27,i,NA,NA,NaN
2017-01-27,fi,12.2,12.609999999999998,12.515
2017-01-27,fi,12.3,12.623333333333333,12.495
2017-01-27,ln,10.5,12.796666666666665,12.87
2017-01-27,ln,14.2,12.873333333333333,12.89
2017-01-27,fdl,4,4.15,4.125
2017-01-27,fdl,4,4.123333333333333,4.1
2017-01-27,m5s,27.9,28.69666666666667,28.175
2017-01-27,m5s,29.9,28.636666666666667,28.29
2017-01-27,leu,NA,NA,NaN
2017-01-27,leu,NA,NA,NaN
2017-01-27,others,4.5,4.403333333333333,4.505
2017-01-27,others,5.5,4.483333333333333,4.56
2017-01-27,si,3.8,3.3033333333333337,3.34
2017-01-27,si,4,3.33,3.38
2017-01-27,ap,3,3.0900000000000003,3.12
2017-01-27,ap,3,3.063333333333333,3.11
2017-01-27,mdp,3.9,NA,4.513333333333334
2017-01-27,mdp,4.1,NA,4.4875
2017-01-27,cp/ap,2.9,NA,3.3
2017-01-27,cp/ap,3.7,NA,3.325
2017-01-27,lcp,NA,NA,NaN
2017-01-27,lcp,NA,NA,NaN
2017-01-28,pd,29,30.393333333333334,30.465
2017-01-28,i,NA,NA,NaN
2017-01-28,fi,13,12.633333333333333,12.545
2017-01-28,ln,13,12.936666666666666,12.91
2017-01-28,fdl,4,4.113333333333333,4.08
2017-01-28,m5s,30.5,28.77,28.475
2017-01-28,leu,NA,NA,NaN
2017-01-28,others,3.5,4.456666666666666,4.6
2017-01-28,si,3,3.356666666666667,3.39
2017-01-28,ap,3,3.0766666666666667,3.09
2017-01-28,mdp,5,NA,4.517647058823529
2017-01-28,cp/ap,3,NA,3.3058823529411763
2017-01-28,lcp,NA,NA,NaN
2017-01-29,pd,31.2,30.37666666666667,30.475
2017-01-29,i,NA,NA,NaN
2017-01-29,fi,11.6,12.523333333333333,12.505
2017-01-29,ln,14,12.976666666666667,12.95
2017-01-29,fdl,4,4.093333333333333,4.055
2017-01-29,m5s,28,28.7,28.455
2017-01-29,leu,NA,NA,NaN
2017-01-29,others,4.4,4.4,4.67
2017-01-29,si,3,3.3466666666666667,3.335
2017-01-29,ap,3,3.0900000000000003,3.07
2017-01-29,mdp,4.5,NA,4.516666666666667
2017-01-29,cp/ap,3.3,NA,3.3055555555555554
2017-01-29,lcp,NA,NA,NaN
2017-01-30,pd,32,30.40666666666667,30.465
2017-01-30,i,NA,NA,NaN
2017-01-30,fi,10.5,12.5,12.395
2017-01-30,ln,11.5,12.903333333333332,12.85
2017-01-30,fdl,4,4.086666666666667,4.025
2017-01-30,m5s,27,28.62666666666667,28.38
2017-01-30,leu,NA,NA,NaN
2017-01-30,others,8,4.553333333333333,4.82
2017-01-30,si,3,3.326666666666667,3.235
2017-01-30,ap,3,3.07,3.04
2017-01-30,mdp,4.5,NA,4.515789473684211
2017-01-30,cp/ap,3.5,NA,3.3157894736842106
2017-01-30,lcp,NA,NA,NaN
2017-02-01,pd,29.1,30.37666666666667,30.405
2017-02-01,pd,30.5,30.393333333333334,30.405
2017-02-01,pd,31.1,30.34,30.39
2017-02-01,i,NA,NA,NaN
2017-02-01,i,NA,NA,NaN
2017-02-01,i,NA,NA,NaN
2017-02-01,fi,12,12.496666666666666,12.36
2017-02-01,fi,12.4,12.476666666666665,12.375
2017-02-01,fi,12.9,12.423333333333334,12.35
2017-02-01,ln,12.8,12.946666666666665,12.89
2017-02-01,ln,13.1,12.95,12.94
2017-02-01,ln,13.8,12.963333333333333,12.959999999999999
2017-02-01,fdl,4,4.136666666666667,4
2017-02-01,fdl,4,4.12,4
2017-02-01,fdl,4,4.1033333333333335,4
2017-02-01,m5s,27.3,28.53666666666667,28.245
2017-02-01,m5s,29.5,28.52,28.345
2017-02-01,m5s,29.9,28.493333333333336,28.4
2017-02-01,leu,NA,NA,NaN
2017-02-01,leu,NA,NA,NaN
2017-02-01,leu,NA,NA,NaN
2017-02-01,others,4.2,4.593333333333334,4.84
2017-02-01,others,4.8,4.640000000000001,4.88
2017-02-01,others,5.1,4.693333333333333,4.92
2017-02-01,si,2.9,3.33,3.235
2017-02-01,si,3.2,3.336666666666667,3.245
2017-02-01,si,3.6,3.3400000000000003,3.27
2017-02-01,ap,3,3.0900000000000003,3
2017-02-01,ap,3,3.0900000000000003,3
2017-02-01,ap,3,3.0900000000000003,3
2017-02-01,mdp,3.4,NA,4.46
2017-02-01,mdp,4.5,NA,4.455
2017-02-01,mdp,4.7,NA,4.45
2017-02-01,cp/ap,2.4,NA,3.27
2017-02-01,cp/ap,3.1,NA,3.25
2017-02-01,cp/ap,3.7,NA,3.26
2017-02-01,lcp,NA,NA,NaN
