date,party,value,mean20_missing
2017-03-08,ap,2.6,2.875
2017-03-08,ap,3.4,2.915
2017-03-08,mdp,3.6,5.29375
2017-03-08,mdp,3.6,5.175
2017-03-08,cp/ap,1.8,5.2299999999999995
2017-03-08,cp/ap,NA,5.277777777777778
2017-03-08,lcp,NA,NaN
2017-03-08,lcp,NA,NaN
2017-03-09,pd,25.2,27.215
2017-03-09,pd,26,27.115
2017-03-09,pd,26.7,27.044999999999998
2017-03-09,i,NA,NaN
2017-03-09,i,NA,NaN
2017-03-09,i,NA,NaN
2017-03-09,fi,12,12.285
2017-03-09,fi,12,12.335
2017-03-09,fi,12.2,12.305
2017-03-09,ln,12,12.775
2017-03-09,ln,12.2,12.76
2017-03-09,ln,13.9,12.81
2017-03-09,fdl,4.5,4.89
2017-03-09,fdl,4.5,4.89
2017-03-09,fdl,5,4.915
2017-03-09,m5s,24.5,27.295
2017-03-09,m5s,26.1,27.335
2017-03-09,m5s,30,27.445
2017-03-09,leu,NA,NaN
2017-03-09,leu,NA,NaN
2017-03-09,leu,NA,NaN
2017-03-09,others,4,4.615
2017-03-09,others,4,4.62
2017-03-09,others,4.3,4.635
2017-03-09,si,2.5,2.611111111111111
2017-03-09,si,2.7,2.6777777777777776
2017-03-09,si,NA,2.5941176470588236
2017-03-09,ap,2.7,2.9
2017-03-09,ap,2.8,2.89
2017-03-09,ap,3,2.875
2017-03-09,mdp,4.5,5.135294117647058
2017-03-09,mdp,6,5.3
2017-03-09,mdp,14,5.652941176470588
2017-03-09,cp/ap,2.7,5.02
2017-03-09,cp/ap,14,6.03
2017-03-09,cp/ap,NA,5.811111111111111
2017-03-09,lcp,NA,NaN
2017-03-09,lcp,NA,NaN
2017-03-09,lcp,NA,NaN
2017-03-12,pd,23,26.745
2017-03-12,pd,25.5,26.615
2017-03-12,pd,27.1,26.52
2017-03-12,i,NA,NaN
2017-03-12,i,NA,NaN
2017-03-12,i,NA,NaN
2017-03-12,fi,12.2,12.27
2017-03-12,fi,13.5,12.355
2017-03-12,fi,14,12.455
2017-03-12,ln,12.9,12.805
2017-03-12,ln,13,12.76
2017-03-12,ln,13.7,12.74
2017-03-12,fdl,4.9,4.9
2017-03-12,fdl,5.5,4.975
2017-03-12,fdl,5.6,5.015
2017-03-12,m5s,26.4,27.365
2017-03-12,m5s,29,27.355
2017-03-12,m5s,30,27.38
2017-03-12,leu,NA,NaN
2017-03-12,leu,NA,NaN
2017-03-12,leu,NA,NaN
2017-03-12,others,3.7,4.52
2017-03-12,others,4,4.48
2017-03-12,others,4,4.415
2017-03-12,si,1.4,2.5277777777777777
2017-03-12,si,2,2.4611111111111112
2017-03-12,si,3.5,2.4277777777777776
2017-03-12,ap,1.5,2.77
2017-03-12,ap,2,2.715
2017-03-12,ap,2.6,2.69
2017-03-12,mdp,3,5.5055555555555555
2017-03-12,mdp,4.2,5.436842105263158
2017-03-12,mdp,6.5,5.49
2017-03-12,cp/ap,1,5.33
2017-03-12,cp/ap,2,5.027272727272727
2017-03-12,cp/ap,2.3,4.8
2017-03-12,lcp,NA,NaN
2017-03-12,lcp,NA,NaN
2017-03-12,lcp,NA,NaN
2017-03-13,pd,27,26.565
2017-03-13,i,NA,NaN
2017-03-13,fi,11.3,12.355
2017-03-13,ln,13.9,12.805
2017-03-13,fdl,4,4.96
2017-03-13,m5s,29.5,27.635
2017-03-13,leu,NA,NaN
2017-03-13,others,2.8,4.31
2017-03-13,si,2.7,2.4944444444444445
2017-03-13,ap,2.8,2.705
2017-03-13,mdp,3.2,5.395
2017-03-13,cp/ap,2.8,4.658333333333333
2017-03-13,lcp,NA,NaN
2017-03-15,pd,26.5,26.49
2017-03-15,pd,28.1,26.445
2017-03-15,i,NA,NaN
2017-03-15,i,NA,NaN
2017-03-15,fi,12.4,12.365
2017-03-15,fi,13,12.465
2017-03-15,ln,12.4,12.76
2017-03-15,ln,12.7,12.77
2017-03-15,fdl,4.9,4.96
2017-03-15,fdl,5.2,4.995
2017-03-15,m5s,26.9,27.56
2017-03-15,m5s,27.5,27.535
2017-03-15,leu,NA,NaN
2017-03-15,leu,NA,NaN
2017-03-15,others,4.5,4.32
2017-03-15,others,6,4.37
2017-03-15,si,2.3,2.488888888888889
2017-03-15,si,2.9,2.4833333333333334
2017-03-15,ap,2.6,2.7
2017-03-15,ap,3.3,2.715
2017-03-15,mdp,4.2,5.415
2017-03-15,mdp,4.7,5.45
2017-03-15,cp/ap,NA,4.658333333333333
2017-03-15,cp/ap,NA,4.658333333333333
2017-03-15,lcp,NA,NaN
2017-03-15,lcp,NA,NaN
2017-03-16,pd,25.4,26.37
2017-03-16,pd,26.8,26.25
2017-03-16,i,NA,NaN
2017-03-16,i,NA,NaN
2017-03-16,fi,12.4,12.475
2017-03-16,fi,12.7,12.475
2017-03-16,ln,12.8,12.77
2017-03-16,ln,12.9,12.76
2017-03-16,fdl,4.6,4.995
2017-03-16,fdl,5.2,4.995
2017-03-16,m5s,30.2,27.745
2017-03-16,m5s,32.3,28.005
2017-03-16,leu,NA,NaN
2017-03-16,leu,NA,NaN
2017-03-16,others,2,4.26
2017-03-16,others,3.7,4.125
2017-03-16,si,2.5,2.5555555555555554
2017-03-16,si,2.7,2.5166666666666666
2017-03-16,ap,2.5,2.71
2017-03-16,ap,2.8,2.69
2017-03-16,mdp,3.3,5.47
2017-03-16,mdp,4.2,5.48
2017-03-16,cp/ap,1,4.55
2017-03-16,cp/ap,NA,4.55
2017-03-16,lcp,NA,NaN
2017-03-16,lcp,NA,NaN
2017-03-17,pd,25.3,26.165
2017-03-17,i,NA,NaN
2017-03-17,fi,13.5,12.575
2017-03-17,ln,12,12.83
2017-03-17,fdl,5.4,5.015
2017-03-17,m5s,26.5,27.89
2017-03-17,leu,NA,NaN
2017-03-17,others,5.1,4.265
2017-03-17,si,1.1,2.411111111111111
2017-03-17,ap,2.8,2.71
2017-03-17,mdp,4.6,5.535
2017-03-17,cp/ap,3.7,4.691666666666666
2017-03-17,lcp,NA,NaN
2017-03-19,pd,26.8,26.145
2017-03-19,i,NA,NaN
2017-03-19,fi,12.4,12.595
2017-03-19,ln,12.2,12.74
2017-03-19,fdl,5,4.93
2017-03-19,m5s,29.9,27.935
2017-03-19,leu,NA,NaN
2017-03-19,others,3.9,4.27
2017-03-19,si,1.6,2.261111111111111
2017-03-19,ap,2.9,2.72
2017-03-19,mdp,4.3,5.54
2017-03-19,cp/ap,1,4.407692307692308
2017-03-19,lcp,NA,NaN
2017-03-20,pd,24,26.05
2017-03-20,pd,29,26.205
2017-03-20,i,NA,NaN
2017-03-20,i,NA,NaN
2017-03-20,fi,11.5,12.505
2017-03-20,fi,12,12.44
2017-03-20,ln,12.5,12.754999999999999
2017-03-20,ln,13,12.795
2017-03-20,fdl,4.5,4.92
2017-03-20,fdl,5,4.9350000000000005
2017-03-20,m5s,28.5,28.1
2017-03-20,m5s,31,28.39
2017-03-20,leu,NA,NaN
2017-03-20,leu,NA,NaN
2017-03-20,others,2.5,4.155
2017-03-20,others,5,4.155
2017-03-20,si,2.5,2.3555555555555556
2017-03-20,si,3,2.45
2017-03-20,ap,3,2.735
2017-03-20,ap,4.5,2.825
2017-03-20,mdp,3.5,5.4399999999999995
2017-03-20,mdp,5,5.18
2017-03-20,cp/ap,NA,4.475
2017-03-20,cp/ap,NA,3.9545454545454546
2017-03-20,lcp,NA,NaN
2017-03-20,lcp,NA,NaN
2017-03-22,pd,26,26.21
2017-03-22,pd,26.4,26.15
2017-03-22,pd,28.1,26.405
2017-03-22,i,NA,NaN
2017-03-22,i,NA,NaN
2017-03-22,i,NA,NaN
2017-03-22,fi,12,12.375
2017-03-22,fi,12.2,12.395
2017-03-22,fi,12.8,12.435
2017-03-22,ln,12,12.785
2017-03-22,ln,12.2,12.73
2017-03-22,ln,12.8,12.72
2017-03-22,fdl,4.9,4.945
2017-03-22,fdl,5,4.94
2017-03-22,fdl,5.1,4.945
2017-03-22,m5s,27.8,28.52
2017-03-22,m5s,27.9,28.46
2017-03-22,m5s,30,28.46
2017-03-22,leu,NA,NaN
2017-03-22,leu,NA,NaN
2017-03-22,leu,NA,NaN
2017-03-22,others,2.5,4
2017-03-22,others,4.1,3.96
2017-03-22,others,6.4,4.1049999999999995
2017-03-22,si,2.2,2.4368421052631577
2017-03-22,si,2.5,2.4789473684210526
2017-03-22,si,2.6,2.405263157894737
2017-03-22,ap,2.5,2.815
2017-03-22,ap,3.2,2.85
2017-03-22,ap,3.5,2.85
2017-03-22,mdp,4.3,4.835
2017-03-22,mdp,4.6,4.865
2017-03-22,mdp,5,4.815
2017-03-22,cp/ap,1.4,3.0636363636363635
2017-03-22,cp/ap,NA,3.0636363636363635
2017-03-22,cp/ap,NA,3.0636363636363635
2017-03-22,lcp,NA,NaN
2017-03-22,lcp,NA,NaN
2017-03-22,lcp,NA,NaN
2017-03-23,pd,25.3,26.32
2017-03-23,i,NA,NaN
2017-03-23,fi,12.7,12.455
2017-03-23,ln,12.5,12.715
2017-03-23,fdl,5,4.95
2017-03-23,m5s,30.8,28.62
2017-03-23,leu,NA,NaN
2017-03-23,others,3.6,4.085
2017-03-23,si,2.5,2.457894736842105
2017-03-23,ap,2.6,2.85
2017-03-23,mdp,4,4.835
2017-03-23,cp/ap,1,2.9909090909090907
2017-03-23,lcp,NA,NaN
2017-03-24,pd,25.7,26.195
2017-03-24,i,NA,NaN
2017-03-24,fi,13,12.49
2017-03-24,ln,11.5,12.655
2017-03-24,fdl,5.2,4.95
2017-03-24,m5s,27.4,28.61
2017-03-24,leu,NA,NaN
2017-03-24,others,5.4,4.075
2017-03-24,si,1.2,2.336842105263158
2017-03-24,ap,3.1,2.835
2017-03-24,mdp,4.3,4.87
2017-03-24,cp/ap,3.2,3.0083333333333333
2017-03-24,lcp,NA,NaN
2017-03-25,pd,25.9,26.23
2017-03-25,i,NA,NaN
2017-03-25,fi,14,12.59
2017-03-25,ln,13.8,12.745
2017-03-25,fdl,5.3,4.99
2017-03-25,m5s,26.7,28.72
2017-03-25,leu,NA,NaN
2017-03-25,others,4.1,4.08
2017-03-25,si,3.1,2.3684210526315788
2017-03-25,ap,1.8,2.79
2017-03-25,mdp,3.3,4.81
2017-03-25,cp/ap,2,2.95
2017-03-25,lcp,NA,NaN
2017-03-26,pd,26.9,26.275
2017-03-26,i,NA,NaN
2017-03-26,fi,11.9,12.585
2017-03-26,ln,11.9,12.73
2017-03-26,fdl,4.9,5.01
2017-03-26,m5s,30.3,28.93
2017-03-26,leu,NA,NaN
2017-03-26,others,4,4.08
2017-03-26,si,1.7,2.3157894736842106
2017-03-26,ap,3.4,2.82
2017-03-26,mdp,4,4.71
2017-03-26,cp/ap,1,1.8666666666666667
2017-03-26,lcp,NA,NaN
2017-03-27,pd,29,26.39
2017-03-27,i,NA,NaN
2017-03-27,fi,11.5,12.55
2017-03-27,ln,12.5,12.66
2017-03-27,fdl,4.5,4.985
2017-03-27,m5s,29,28.88
2017-03-27,leu,NA,NaN
2017-03-27,others,4.5,4.09
2017-03-27,si,2.5,2.325
2017-03-27,ap,3,2.82
2017-03-27,mdp,3.5,4.185
2017-03-27,cp/ap,NA,1.8666666666666667
2017-03-27,lcp,NA,NaN
2017-03-28,pd,24,26.44
2017-03-28,i,NA,NaN
2017-03-28,fi,12,12.54
2017-03-28,ln,12,12.615
2017-03-28,fdl,5,4.99
2017-03-28,m5s,31,29.11
2017-03-28,leu,NA,NaN
2017-03-28,others,3.5,4.08
2017-03-28,si,2.5,2.38
2017-03-28,ap,4,2.945
2017-03-28,mdp,6,4.335
2017-03-28,cp/ap,NA,1.9454545454545455
2017-03-28,lcp,NA,NaN
2017-03-29,pd,26.5,26.49
2017-03-29,pd,27.8,26.525
2017-03-29,i,NA,NaN
2017-03-29,i,NA,NaN
2017-03-29,fi,11.7,12.45
2017-03-29,fi,12.8,12.39
2017-03-29,ln,12.3,12.58
2017-03-29,ln,12.4,12.515
2017-03-29,fdl,4.7,4.95
2017-03-29,fdl,5.2,4.93
2017-03-29,m5s,28.3,29.075
2017-03-29,m5s,28.4,28.995
2017-03-29,leu,NA,NaN
2017-03-29,leu,NA,NaN
2017-03-29,others,4.1,4.085
2017-03-29,others,5.1,4.14
2017-03-29,si,2.4,2.4
2017-03-29,si,2.6,2.355
2017-03-29,ap,3.1,3
2017-03-29,ap,3.3,3.035
2017-03-29,mdp,4.6,4.3549999999999995
2017-03-29,mdp,4.7,4.265
2017-03-29,cp/ap,NA,1.94
2017-03-29,cp/ap,NA,1.9
2017-03-29,lcp,NA,NaN
2017-03-29,lcp,NA,NaN
2017-03-30,pd,25.4,26.445
2017-03-30,i,NA,NaN
2017-03-30,fi,12.5,12.45
2017-03-30,ln,12.3,12.435
2017-03-30,fdl,5,4.98
2017-03-30,m5s,31,29.07
2017-03-30,leu,NA,NaN
2017-03-30,others,3.7,4.185
2017-03-30,si,2.4,2.34
2017-03-30,ap,2.7,3.03
2017-03-30,mdp,4.1,4.31
2017-03-30,cp/ap,0.9,1.6888888888888889
2017-03-30,lcp,NA,NaN
2017-03-31,pd,26.1,26.425
2017-03-31,i,NA,NaN
2017-03-31,fi,13.2,12.49
2017-03-31,ln,11.2,12.375
2017-03-31,fdl,5,4.985
2017-03-31,m5s,27.5,29.1
2017-03-31,leu,NA,NaN
2017-03-31,others,5.3,4.225
2017-03-31,si,1.3,2.29
2017-03-31,ap,3.3,3.065
2017-03-31,mdp,4.3,4.3149999999999995
2017-03-31,cp/ap,2.8,1.8
2017-03-31,lcp,NA,NaN
2017-04-02,pd,26.5,26.345
2017-04-02,pd,27,26.425
2017-04-02,i,NA,NaN
2017-04-02,i,NA,NaN
2017-04-02,fi,12,12.44
2017-04-02,fi,12.3,12.435
2017-04-02,ln,12.3,12.355
2017-04-02,ln,12.7,12.35
2017-04-02,fdl,4.7,4.96
2017-04-02,fdl,5,4.98
2017-04-02,m5s,30.2,29.235
2017-04-02,m5s,30.6,29.255
2017-04-02,leu,NA,NaN
2017-04-02,leu,NA,NaN
2017-04-02,others,2,4.025
2017-04-02,others,4.1,4.13
2017-04-02,si,1.7,2.23
2017-04-02,si,2.5,2.23
2017-04-02,ap,3.1,3.055
2017-04-02,ap,3.1,3.085
2017-04-02,mdp,3.6,4.26
2017-04-02,mdp,4.5,4.32
2017-04-02,cp/ap,0.9,1.7181818181818183
2017-04-02,cp/ap,1.2,1.7363636363636363
2017-04-02,lcp,NA,NaN
2017-04-02,lcp,NA,NaN
2017-04-03,pd,27,26.435
2017-04-03,pd,27.4,26.54
2017-04-03,i,NA,NaN
2017-04-03,i,NA,NaN
2017-04-03,fi,11.7,12.385
2017-04-03,fi,12.6,12.34
2017-04-03,ln,11.7,12.29
2017-04-03,ln,14,12.39
2017-04-03,fdl,3.4,4.89
2017-04-03,fdl,4,4.82
2017-04-03,m5s,27.3,29.005
2017-04-03,m5s,29.2,29.14
2017-04-03,leu,NA,NaN
2017-04-03,leu,NA,NaN
2017-04-03,others,2.3,4.06
2017-04-03,others,5,4.055
2017-04-03,si,2.8,2.235
2017-04-03,si,3.1,2.335
2017-04-03,ap,3,3.095
2017-04-03,ap,3.1,3.11
2017-04-03,mdp,2.6,4.24
2017-04-03,mdp,5.5,4.285
2017-04-03,cp/ap,2,1.7583333333333333
2017-04-03,cp/ap,2.3,1.6416666666666666
2017-04-03,lcp,NA,NaN
2017-04-03,lcp,NA,NaN
2017-04-05,pd,26.4,26.52
2017-04-05,pd,28.5,26.745
2017-04-05,i,NA,NaN
2017-04-05,i,NA,NaN
2017-04-05,fi,12.3,12.335
2017-04-05,fi,13.1,12.415
2017-04-05,ln,12.1,12.385
2017-04-05,ln,12.6,12.39
2017-04-05,fdl,4.5,4.795
2017-04-05,fdl,4.8,4.81
2017-04-05,m5s,27.9,29.04
2017-04-05,m5s,28.5,29.04
2017-04-05,leu,NA,NaN
2017-04-05,leu,NA,NaN
2017-04-05,others,4.3,4.075
2017-04-05,others,5.3,4.215
2017-04-05,si,2.4,2.375
2017-04-05,si,2.5,2.375
2017-04-05,ap,2.8,3.105
2017-04-05,ap,3.4,3.125
2017-04-05,mdp,4.2,4.28
2017-04-05,mdp,4.4,4.325
2017-04-05,cp/ap,NA,1.7
2017-04-05,cp/ap,NA,1.7
2017-04-05,lcp,NA,NaN
2017-04-05,lcp,NA,NaN
2017-04-06,pd,25.5,26.57
2017-04-06,i,NA,NaN
2017-04-06,fi,12.6,12.445
2017-04-06,ln,12.4,12.36
2017-04-06,fdl,4.9,4.805
2017-04-06,m5s,31.1,29.045
2017-04-06,leu,NA,NaN
2017-04-06,others,3.6,4.145
2017-04-06,si,2.5,2.35
2017-04-06,ap,2.7,3.035
2017-04-06,mdp,3.9,4.27
2017-04-06,cp/ap,0.8,1.625
2017-04-06,lcp,NA,NaN
2017-04-07,pd,26.8,26.61
2017-04-07,pd,27.4,26.66
2017-04-07,i,NA,NaN
2017-04-07,i,NA,NaN
2017-04-07,fi,12.4,12.465
2017-04-07,fi,12.6,12.485
2017-04-07,ln,11.3,12.325
2017-04-07,ln,14,12.415000000000001
2017-04-07,fdl,3.4,4.73
2017-04-07,fdl,5.2,4.74
2017-04-07,m5s,27.3,29.02
2017-04-07,m5s,29.2,29.085
2017-04-07,leu,NA,NaN
2017-04-07,leu,NA,NaN
2017-04-07,others,2.3,4.135
2017-04-07,others,5.6,4.21
2017-04-07,si,1.4,2.31
2017-04-07,si,3.1,2.34
2017-04-07,ap,3.1,3.065
2017-04-07,ap,3.5,3.08
2017-04-07,mdp,2.6,4.185
2017-04-07,mdp,4,4.155
2017-04-07,cp/ap,2.3,1.7
2017-04-07,cp/ap,2.5,1.7615384615384615
2017-04-07,lcp,NA,NaN
2017-04-07,lcp,NA,NaN
2017-04-09,pd,26.6,26.585
2017-04-09,pd,27,26.669999999999998
2017-04-09,i,NA,NaN
2017-04-09,i,NA,NaN
2017-04-09,fi,12.4,12.465
2017-04-09,fi,12.5,12.455
2017-04-09,ln,12.7,12.41
2017-04-09,ln,12.7,12.42
2017-04-09,fdl,4.9,4.73
2017-04-09,fdl,4.9,4.725
2017-04-09,m5s,30.2,29.095
2017-04-09,m5s,30.5,29.08
2017-04-09,leu,NA,NaN
2017-04-09,leu,NA,NaN
2017-04-09,others,2.8,4.03
2017-04-09,others,4.6,4.08
2017-04-09,si,1.7,2.295
2017-04-09,si,2.4,2.29
2017-04-09,ap,2.9,3.05
2017-04-09,ap,3.2,3.08
2017-04-09,mdp,3.7,4.09
2017-04-09,mdp,4.3,4.105
2017-04-09,cp/ap,NA,1.7615384615384615
2017-04-09,cp/ap,NA,1.825
2017-04-09,lcp,NA,NaN
2017-04-09,lcp,NA,NaN
2017-04-11,pd,25,26.634999999999998
2017-04-11,pd,26.2,26.65
2017-04-11,i,NA,NaN
2017-04-11,i,NA,NaN
2017-04-11,fi,13,12.455
2017-04-11,fi,14,12.455
2017-04-11,ln,12.5,12.47
2017-04-11,ln,13.5,12.455
2017-04-11,fdl,4.7,4.7
2017-04-11,fdl,5,4.6850000000000005
2017-04-11,m5s,28,29.11
2017-04-11,m5s,31.5,29.35
2017-04-11,leu,NA,NaN
2017-04-11,leu,NA,NaN
2017-04-11,others,3,3.96
2017-04-11,others,4.5,3.98
2017-04-11,si,1.5,2.305
2017-04-11,si,2.8,2.29
2017-04-11,ap,1.5,3
2017-04-11,ap,2.5,3.035
2017-04-11,mdp,3,4.04
2017-04-11,mdp,4.5,4.1
2017-04-11,cp/ap,1.5,1.6833333333333333
2017-04-11,cp/ap,1.8,1.6666666666666665
2017-04-11,lcp,NA,NaN
2017-04-11,lcp,NA,NaN
2017-04-12,pd,25.3,26.57
2017-04-12,pd,26.6,26.45
2017-04-12,pd,28.1,26.655
2017-04-12,i,NA,NaN
2017-04-12,i,NA,NaN
2017-04-12,i,NA,NaN
2017-04-12,fi,11.9,12.455
2017-04-12,fi,12.8,12.52
2017-04-12,fi,12.9,12.565
2017-04-12,ln,12.7,12.495
2017-04-12,ln,12.7,12.504999999999999
2017-04-12,ln,12.9,12.55
2017-04-12,fdl,4.6,4.67
2017-04-12,fdl,4.6,4.675
2017-04-12,fdl,5,4.675
2017-04-12,m5s,28,29.235
2017-04-12,m5s,28.7,29.22
2017-04-12,m5s,30.9,29.215
2017-04-12,leu,NA,NaN
2017-04-12,leu,NA,NaN
2017-04-12,leu,NA,NaN
2017-04-12,others,4.2,3.9899999999999998
2017-04-12,others,4.3,3.98
2017-04-12,others,4.6,4.035
2017-04-12,si,2.5,2.33
2017-04-12,si,2.6,2.335
2017-04-12,si,2.8,2.35
2017-04-12,ap,2.7,3
2017-04-12,ap,3,3
2017-04-12,ap,3.5,2.975
2017-04-12,mdp,3.9,4.095
2017-04-12,mdp,3.9,4.115
2017-04-12,mdp,4.3,4.03
2017-04-12,cp/ap,NA,1.7272727272727273
2017-04-12,cp/ap,NA,1.7272727272727273
2017-04-12,cp/ap,NA,1.7272727272727273
2017-04-12,lcp,NA,NaN
2017-04-12,lcp,NA,NaN
2017-04-12,lcp,NA,NaN
2017-04-13,pd,27.6,26.71
2017-04-13,i,NA,NaN
2017-04-13,fi,13.1,12.635
2017-04-13,ln,12.9,12.58
2017-04-13,fdl,5.2,4.7
2017-04-13,m5s,30.7,29.335
2017-04-13,leu,NA,NaN
2017-04-13,others,2.1,3.935
2017-04-13,si,2.4,2.35
2017-04-13,ap,3.4,2.99
2017-04-13,mdp,2.6,3.93
2017-04-13,cp/ap,NA,1.7272727272727273
2017-04-13,lcp,NA,NaN
2017-04-14,pd,27.4,26.69
2017-04-14,i,NA,NaN
2017-04-14,fi,12.8,12.635
2017-04-14,ln,11.5,12.535
2017-04-14,fdl,5.3,4.705
2017-04-14,m5s,27,29.265
2017-04-14,leu,NA,NaN
2017-04-14,others,5.3,3.945
2017-04-14,si,1.5,2.295
2017-04-14,ap,3.2,2.985
2017-04-14,mdp,3.7,3.88
2017-04-14,cp/ap,2.3,1.775
2017-04-14,lcp,NA,NaN
2017-04-16,pd,26.8,26.76
2017-04-16,i,NA,NaN
2017-04-16,fi,12.9,12.655
2017-04-16,ln,12.3,12.535
2017-04-16,fdl,4.8,4.695
2017-04-16,m5s,30,29.215
2017-04-16,leu,NA,NaN
2017-04-16,others,4.8,4
2017-04-16,si,1.8,2.265
2017-04-16,ap,2.7,2.985
2017-04-16,mdp,3.9,3.87
2017-04-16,cp/ap,NA,1.8545454545454545
2017-04-16,lcp,NA,NaN
2017-04-18,pd,24,26.655
2017-04-18,i,NA,NaN
2017-04-18,fi,13,12.645
2017-04-18,ln,13,12.625
2017-04-18,fdl,4.5,4.67
2017-04-18,m5s,32,29.44
2017-04-18,leu,NA,NaN
2017-04-18,others,3,3.885
2017-04-18,si,2,2.3
2017-04-18,ap,3.5,2.995
2017-04-18,mdp,5,3.9050000000000002
2017-04-18,cp/ap,NA,1.76
2017-04-18,lcp,NA,NaN
2017-04-19,pd,26.9,26.675
2017-04-19,pd,28.8,26.765
2017-04-19,i,NA,NaN
2017-04-19,i,NA,NaN
2017-04-19,fi,11.1,12.6
2017-04-19,fi,12.8,12.625
2017-04-19,ln,12.9,12.655
2017-04-19,ln,13.2,12.68
2017-04-19,fdl,4.5,4.66
2017-04-19,fdl,4.8,4.65
2017-04-19,m5s,27.5,29.305
2017-04-19,m5s,28.5,29.2
2017-04-19,leu,NA,NaN
2017-04-19,leu,NA,NaN
2017-04-19,others,4.1,3.9899999999999998
2017-04-19,others,4.5,4.01
2017-04-19,si,2.5,2.34
2017-04-19,si,2.9,2.36
2017-04-19,ap,3.1,2.995
2017-04-19,ap,3.5,3.015
2017-04-19,mdp,3.4,3.895
2017-04-19,mdp,4,3.87
2017-04-19,cp/ap,NA,1.8555555555555554
2017-04-19,cp/ap,NA,1.9375
2017-04-19,lcp,NA,NaN
2017-04-19,lcp,NA,NaN
2017-04-20,pd,25.5,26.69
2017-04-20,i,NA,NaN
2017-04-20,fi,13,12.69
2017-04-20,ln,12.4,12.715
2017-04-20,fdl,5,4.73
2017-04-20,m5s,30.6,29.365
2017-04-20,leu,NA,NaN
2017-04-20,others,4.4,4.115
2017-04-20,si,2.5,2.3449999999999998
2017-04-20,ap,2.6,2.995
2017-04-20,mdp,4,3.94
2017-04-20,cp/ap,NA,1.9285714285714286
2017-04-20,lcp,NA,NaN
2017-04-21,pd,27.9,26.715
2017-04-21,i,NA,NaN
2017-04-21,fi,13,12.71
2017-04-21,ln,11.9,12.61
2017-04-21,fdl,5.1,4.785
2017-04-21,m5s,27.2,29.265
2017-04-21,leu,NA,NaN
2017-04-21,others,5.1,4.12
2017-04-21,si,1.3,2.255
2017-04-21,ap,3,2.99
2017-04-21,mdp,3.4,3.835
2017-04-21,cp/ap,2.1,1.9
2017-04-21,lcp,NA,NaN
2017-04-23,pd,26.8,26.735
2017-04-23,i,NA,NaN
2017-04-23,fi,13.2,12.755
2017-04-23,ln,12.4,12.625
2017-04-23,fdl,4.8,4.8
2017-04-23,m5s,29.4,29.34
2017-04-23,leu,NA,NaN
2017-04-23,others,4.5,4.13
2017-04-23,si,1.9,2.23
2017-04-23,ap,3,3
2017-04-23,mdp,4,3.825
2017-04-23,cp/ap,NA,1.9
2017-04-23,lcp,NA,NaN
2017-04-26,pd,26.8,26.65
2017-04-26,pd,27.3,26.740000000000002
2017-04-26,pd,29.2,26.86
2017-04-26,i,NA,NaN
2017-04-26,i,NA,NaN
2017-04-26,i,NA,NaN
2017-04-26,fi,11.5,12.675
2017-04-26,fi,12.6,12.675
2017-04-26,fi,13.2,12.715
2017-04-26,ln,12.9,12.64
2017-04-26,ln,13.5,12.695
2017-04-26,ln,14.8,12.87
2017-04-26,fdl,3.7,4.745
2017-04-26,fdl,4.6,4.7299999999999995
2017-04-26,fdl,4.6,4.79
2017-04-26,m5s,27.3,29.28
2017-04-26,m5s,28.4,29.145
2017-04-26,m5s,29.5,29.255
2017-04-26,leu,NA,NaN
2017-04-26,leu,NA,NaN
2017-04-26,leu,NA,NaN
2017-04-26,others,2,3.965
2017-04-26,others,3.9,3.98
2017-04-26,others,4.8,4.1049999999999995
2017-04-26,si,2.1,2.21
2017-04-26,si,2.4,2.205
2017-04-26,si,2.6,2.265
2017-04-26,ap,3,2.98
2017-04-26,ap,3.1,3
2017-04-26,ap,3.2,3.005
2017-04-26,mdp,3.1,3.76
2017-04-26,mdp,3.7,3.75
2017-04-26,mdp,3.7,3.805
2017-04-26,cp/ap,1.8,1.8875
2017-04-26,cp/ap,NA,2.0428571428571427
2017-04-26,cp/ap,NA,2
2017-04-26,lcp,NA,NaN
2017-04-26,lcp,NA,NaN
2017-04-26,lcp,NA,NaN
2017-04-27,pd,25.6,26.77
2017-04-27,pd,27.2,26.8
2017-04-27,pd,27.5,26.825
2017-04-27,i,NA,NaN
2017-04-27,i,NA,NaN
2017-04-27,i,NA,NaN
2017-04-27,fi,11.9,12.68
2017-04-27,fi,12.7,12.695
2017-04-27,fi,13.2,12.73
2017-04-27,ln,11.7,12.755
2017-04-27,ln,12.4,12.74
2017-04-27,ln,12.8,12.745000000000001
2017-04-27,fdl,3.8,4.72
2017-04-27,fdl,4.9,4.72
2017-04-27,fdl,4.9,4.72
2017-04-27,m5s,26.8,29.134999999999998
2017-04-27,m5s,30,29.125
2017-04-27,m5s,30.2,29.11
2017-04-27,leu,NA,NaN
2017-04-27,leu,NA,NaN
2017-04-27,leu,NA,NaN
2017-04-27,others,2.7,3.96
2017-04-27,others,4.7,4.055
2017-04-27,others,5.4,4.095
2017-04-27,si,2.4,2.23
2017-04-27,si,2.5,2.27
2017-04-27,si,3.1,2.305
2017-04-27,ap,2.6,2.96
2017-04-27,ap,3,2.965
2017-04-27,ap,3.1,2.96
2017-04-27,mdp,4,3.805
2017-04-27,mdp,4.2,3.83
